If the food isn't bad enough for you then enjoy dealing with the world's worst/annoying drunk people.,negative
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah still sucks.,negative
If it were possible to give them zero stars they'd have it.,negative
The descriptions said yum yum sauce and another said eel sauce yet another said spicy mayo...well NONE of the rolls had sauces on them.,negative
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,negative
Horrible - don't waste your time and money.,negative
By this time our side of the restaurant was almost empty so there was no excuse.,negative
(It wasn't busy either) Also the building was FREEZING cold.,negative
like the other reviewer said you couldn't pay me to eat at this place again.,negative
-Drinks took close to 30 minutes to come out at one point.,negative
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,negative
There is nothing privileged about working/eating there.,negative
Overall I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.,negative
I as well would've given godfathers zero stars if possible.,negative
very tough and very short on flavor!,negative
I have been in more than a few bars in Vegas and do not ever recall being charged for tap water.,negative
The service was not up to par either.,negative
For a self proclaimed coffee cafe I was wildly disappointed.,negative
I've had better not only from dedicated boba tea spots but even from Jenni Pho.,negative
I think not again,negative
I had the mac salad and it was pretty bland so I will not be getting that again.,negative
Service stinks here!,negative
I waited and waited.,negative
This place is not quality sushi it is not a quality restaurant.,negative
Things that went wrong: - They burned the saganaki.,negative
We waited an hour for what was a breakfast I could have done 100 times better at home.,negative
I hate to disagree with my fellow Yelpers but my husband and I were so disappointed with this place.,negative
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,negative
Just don't know why they were so slow.,negative
I live in the neighborhood so I am disappointed I won't be back here because it is a convenient location.,negative
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,negative
Never again will I be dining at this place!,negative
Please stay away from the shrimp stir fried noodles.,negative
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,negative
Food was really boring.,negative
This greedy corporation will NEVER see another dime from me!,negative
Will never ever go back.,negative
As much as I'd like to go back I can't get passed the atrocious service and will never return.,negative
She ordered a toasted English muffin that came out untoasted.,negative
Never going back.,negative
The bus boy on the other hand was so rude.,negative
By this point my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.,negative
The only downside is the service.,negative
Also the fries are without a doubt the worst fries I've ever had.,negative
I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast especially for $4.00.,negative
When my mom and I got home she immediately got sick and she only had a few bites of salad.,negative
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,negative
Everything was gross.,negative
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,negative
The burger... I got the Gold Standard a $17 burger and was kind of disappointed.,negative
There is nothing authentic about this place.,negative
the spaghetti is nothing special whatsoever.,negative
The selection was probably the worst I've seen in Vegas.....there was none.,negative
We sat another ten minutes and finally gave up and left.,negative
He was terrible!,negative
It shouldn't take 30 min for pancakes and eggs.,negative
Sadly Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.,negative
The buffet is small and all the food they offered was BLAND.,negative
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,negative
I find wasting food to be despicable but this just wasn't food.,negative
My wife had the Lobster Bisque soup which was lukewarm.,negative
I left with a stomach ache and felt sick the rest of the day.,negative
They dropped more than the ball.,negative
And the beans and rice were mediocre at best.,negative
I took back my money and got outta there.,negative
RUDE & INCONSIDERATE MANAGEMENT.,negative
The staff are now not as friendly the wait times for being served are horrible no one even says hi for the first 10 minutes.,negative
I won't be back.,negative
The food was terrible.,negative
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,negative
I don't recommend unless your car breaks down in front of it and you are starving.,negative
This place deserves one star and 90% has to do with the food.,negative
This is a disgrace.,negative
I'm probably one of the few people to ever go to Ians and not like it.,negative
This one is simply a disappointment.,negative
Overall I was very disappointed with the quality of food at Bouchon.,negative
I don't have to be an accountant to know I'm getting screwed!,negative
Left very frustrated.,negative
TOTAL WASTE OF TIME.,negative
For service I give them no stars.,negative
I can take a little bad service but the food sucks.,negative
Gave up trying to eat any of the crust (teeth still sore).,negative
But now I was completely grossed out.,negative
On the ground right next to our table was a large smeared been-stepped-in-and-tracked-everywhere pile of green bird poop.,negative
Furthermore you can't even find hours of operation on the website!,negative
We've tried to like this place but after 10+ times I think we're done with them.,negative
What a mistake that was!,negative
Waiter was a jerk.,negative
Strike 2 who wants to be rushed.,negative
I never come again.,negative
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,negative
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative
I'll take my business dinner dollars elsewhere.,negative
Nothing special.,negative
Will not be back.,negative
Sauce was tasteless.,negative
I don't think we'll be going back anytime soon.,negative
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,negative
I was so insulted.,negative
The last 3 times I had lunch here has been bad.,negative
The chicken wings contained the driest chicken meat I have ever eaten.,negative
Definitely not worth the $3 I paid.,negative
The manager was the worst.,negative
I don't think I'll be running back to Carly's anytime soon for food.,negative
This is was due to the fact that it took 20 minutes to be acknowledged then another 35 minutes to get our food...and they kept forgetting things.,negative
The one down note is the ventilation could use some upgrading.,negative
Don't waste your time here.,negative
Total letdown I would much rather just go to the Camelback Flower Shop and Cartel Coffee.,negative
Third the cheese on my friend's burger was cold.,negative
We asked for the bill to leave without eating and they didn't bring that either.,negative
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,negative
The selection of food was not the best.,negative
I dont think I will be back for a very long time.,negative
It was attached to a gas station and that is rarely a good sign.,negative
Worse of all he humiliated his worker right in front of me..Bunch of horrible name callings.,negative
And then tragedy struck.,negative
I'd rather eat airline food seriously.,negative
I would not recommend this place.,negative
Overall I wasn't very impressed with Noca.,negative
My gyro was basically lettuce only.,negative
Terrible service!,negative
Thoroughly disappointed!,negative
it was a drive to get there.,negative
Anyway I do not think i will go back there.,negative
A greasy unhealthy meal.,negative
first time there and might just be the last.,negative
Similarly the delivery man did not say a word of apology when our food was 45 minutes late.,negative
And it was way to expensive.,negative
Terrible management.,negative
If there were zero stars I would give it zero stars.,negative
Worst martini ever!,negative
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,negative
I won't try going back there even if it's empty.,negative
No I'm going to eat the potato that I found some strangers hair in it.,negative
not even a hello we will be right with you.,negative
The desserts were a bit strange.,negative
I guess maybe we went on an off night but it was disgraceful.,negative
However my recent experience at this particular location was not so good.,negative
I know this is not like the other restaurants at all something is very off here!,negative
AVOID THIS ESTABLISHMENT!,negative
I think this restaurant suffers from not trying hard enough.,negative
My salad had a bland vinegrette on the baby greens and hearts of Palm.,negative
After two I felt disgusting.,negative
I will never go back to this place and will never ever recommended this place to anyone!,negative
The servers went back and forth several times not even so much as an Are you being helped?,negative
AN HOUR... seriously?,negative
I consider this theft.,negative
Eew... This location needs a complete overhaul.,negative
We recently witnessed her poor quality of management towards other guests as well.,negative
Waited and waited and waited.,negative
The pizza tasted old super chewy in not a good way.,negative
I swung in to give them a try but was deeply disappointed.,negative
Boy was that sucker dry!!.,negative
Over rated.,negative
If you look for authentic Thai food go else where.,negative
After I pulled up my car I waited for another 15 minutes before being acknowledged.,negative
I hate those things as much as cheap quality black olives.,negative
The kids play area is NASTY!,negative
It was extremely crumby and pretty tasteless.,negative
It was a pale color instead of nice and char and has NO flavor.,negative
I got home to see the driest damn wings ever!,negative
Not good for the money.,negative
We got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived.,negative
I just wanted to leave.,negative
I will not be eating there again.,negative
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative
I checked out this place a couple years ago and was not impressed.,negative
The chicken I got was definitely reheated and was only ok the wedges were cold and soggy.,negative
Sorry I will not be getting food from here anytime soon :(,negative
My friend did not like his Bloody Mary.,negative
Despite how hard I rate businesses its actually rare for me to give a 1 star.,negative
I will not return.,negative
I had the chicken Pho and it tasted very bland.,negative
Very disappointing!!!,negative
a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait.,negative
Best of luck to the rude and non-customer service focused new management.,negative
Any grandmother can make a roasted chicken better than this one.,negative
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,negative
Same evening him and I are both drastically sick.,negative
Ordered burger rare came in we'll done.,negative
Tried to go here for lunch and it was a madhouse.,negative
After waiting an hour and being seated I was not in the greatest of moods.,negative
I'm not eating here!,negative
Maybe if they weren't cold they would have been somewhat edible.,negative
This place has a lot of promise but fails to deliver.,negative
Very bad Experience!,negative
What a mistake.,negative
Food was average at best.,negative
We won't be going back anytime soon!,negative
Very Very Disappointed ordered the $35 Big Bay Plater.,negative
Not much flavor to them and very poorly constructed.,negative
The fried rice was dry as well.,negative
Google mediocre and I imagine Smashburger will pop up.,negative
dont go here.,negative
As a sushi lover avoid this place by all means.,negative
The plantains were the worst I've ever tasted.,negative
Service was slow and not attentive.,negative
Your staff spends more time talking to themselves than me.,negative
Total brunch fail.,negative
I probably won't be back to be honest.,negative
Went for lunch - service was slow.,negative
We had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed.,negative
I was mortified.,negative
Needless to say we will never be back here again.,negative
Anyways The food was definitely not filling at all and for the price you pay you should expect more.,negative
The chips that came out were dripping with grease and mostly not edible.,negative
I wasn't really impressed with Strip Steak.,negative
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,negative
Would not recommend to others.,negative
I mean really how do you get so famous for your fish and chips when it's so terrible!?!,negative
Not my thing.,negative
If you are reading this please don't go there.,negative
Tonight I had the Elk Filet special...and it sucked.,negative
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,negative
A FLY was in my apple juice.. A FLY!!!!!!!!,negative
The food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us.,negative
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,negative
Probably never coming back and wouldn't recommend it.,negative
Friend's pasta -- also bad he barely touched it.,negative
It was way over fried.,negative
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative
When I opened the sandwich I was impressed but not in a good way.,negative
Will not be back!,negative
I have watched their prices inflate portions get smaller and management attitudes grow rapidly!,negative
Main thing I didn't enjoy is that the crowd is of older crowd around mid 30s and up.,negative
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,negative
The service was poor and thats being nice.,negative
The place was not clean and the food oh so stale!,negative
The chicken dishes are OK the beef is like shoe leather.,negative
But the service was beyond bad.,negative
Tasted like dirt.,negative
My sashimi was poor quality being soggy and tasteless.,negative
the food is not tasty at all not to say its real traditional Hunan style.,negative
What did bother me was the slow service.,negative
Their frozen margaritas are WAY too sugary for my taste.,negative
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,negative
My girlfriend's veal was very bad.,negative
Unfortunately it was not good.,negative
Bland and flavorless is a good way of describing the barely tepid meat.,negative
The chains which I'm no fan of beat this place easily.,negative
We will not be coming back.,negative
Once your food arrives it's meh.,negative
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,negative
My brother in law who works at the mall ate here same day and guess what he was sick all night too.,negative
Mediocre food.,negative
I'm super pissd.,negative
Why are these sad little vegetables so overcooked?,negative
I had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat.,negative
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,negative
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,negative
The service was terrible though.,negative
This place is overpriced not consistent with their boba and it really is OVERPRICED!,negative
It was packed!!,negative
The food was terrible.,negative
It kept getting worse and worse so now I'm officially done.,negative
This place should honestly be blown up.,negative
But I definitely would not eat here again.,negative
Do not waste your money here!,negative
Awful service.,negative
Won't ever go here again.,negative
Food quality has been horrible.,negative
For that price I can think of a few place I would have much rather gone.,negative
The service here is fair at best.,negative
I do love sushi but I found Kabuki to be over-priced over-hip and under-services.,negative
Do yourself a favor and stay away from this dish.,negative
Very poor service.,negative
No one at the table thought the food was above average or worth the wait that we had for it.,negative
I paid the bill but did not tip because I felt the server did a terrible job.,negative
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative
Food is way overpriced and portions are fucking small.,negative
for 40 bucks a head i really expect better food.,negative
I won't be back.,negative
We could not believe how dirty the oysters were!,negative
This place deserves no stars.,negative
I would not recommend this place.,negative
To my disbelief each dish qualified as the worst version of these foods I have ever tasted.,negative
Bad day or not I have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise!!,negative
I probably would not go here again.,negative
The Wife hated her meal (coconut shrimp) and our friends really did not enjoy their meals either.,negative
My fella got the huevos rancheros and they didn't look too appealing.,negative
I probably won't be coming back here.,negative
Worst food/service I've had in a while.,negative
Hot dishes are not hot cold dishes are close to room temp.I watched staff prepare food with BARE HANDS no gloves.Everything is deep fried in oil.,negative
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative
I started this review with two stars but I'm editing it to give it only one.,negative
this is the worst sushi i have ever eat besides Costco's.,negative
Weird vibe from owners.,negative
There was hardly any meat.,negative
I've had better bagels from the grocery store.,negative
Now the burgers aren't as good the pizza which used to be amazing is doughy and flavorless.,negative
I found a six inch long piece of wire in my salsa.,negative
The service was terrible food was mediocre.,negative
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative
On three different occasions I asked for well done or medium well and all three times I got the bloodiest piece of meat on my plate.,negative
I had about two bites and refused to eat anymore.,negative
The service was extremely slow.,negative
After 20 minutes wait I got a table.,negative
No allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts.,negative
Pricing is a bit of a concern at Mellow Mushroom.,negative
Worst Thai ever.,negative
Highly unprofessional and rude to a loyal patron!,negative
Spend your money elsewhere.,negative
The Buffet at Bellagio was far from what I anticipated.,negative
And the drinks are WEAK people!,negative
-My order was not correct.,negative
Also I feel like the chips are bought not made in house.,negative
After the disappointing dinner we went elsewhere for dessert.,negative
We won't be returning.,negative
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative
Very very sad.,negative
i felt insulted and disrespected how could you talk and judge another human being like that?,negative
How can you call yourself a steakhouse if you can't properly cook a steak I don't understand!,negative
I'm not impressed with the concept or the food.,negative
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,negative
There is really nothing for me at postinos hope your experience is better,negative
I got food poisoning here at the buffet.,negative
They brought a fresh batch of fries and I was thinking yay something warm but no!,negative
What SHOULD have been a hilarious yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.,negative
Needless to say I won't be going back anytime soon.,negative
This place is disgusting!,negative
The RI style calamari was a joke.,negative
However there was so much garlic in the fondue it was barely edible.,negative
I could barely stomach the meal but didn't complain because it was a business lunch.,negative
It was so bad I had lost the heart to finish it.,negative
It also took her forever to bring us the check when we asked for it.,negative
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative
Disappointing experience.,negative
The food is about on par with Denny's which is to say not good at all.,negative
If you want to wait for mediocre food and downright terrible service then this is the place for you.,negative
WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative
We won't be going back.,negative
The place was fairly clean but the food simply wasn't worth it.,negative
This place lacked style!!,negative
The sangria was about half of a glass wine full and was $12 ridiculous.,negative
Don't bother coming here.,negative
The meat was pretty dry I had the sliced brisket and pulled pork.,negative
The building itself seems pretty neat the bathroom is pretty trippy but I wouldn't eat here again.,negative
It was equally awful.,negative
Probably not in a hurry to go back.,negative
very slow at seating even with reservation.,negative
Not good by any stretch of the imagination.,negative
The cashew cream sauce was bland and the vegetables were undercooked.,negative
The chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat.,negative
It was a bit too sweet not really spicy enough and lacked flavor.,negative
I was VERY disappointed!!,negative
This place is horrible and way overpriced.,negative
Maybe it's just their Vegetarian fare but I've been twice and I thought it was average at best.,negative
It wasn't busy at all and now we know why.,negative
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
The ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits.,negative
Con: spotty service.,negative
The fries were not hot and neither was my burger.,negative
But then they came back cold.,negative
Then our food came out disappointment ensued.,negative
The real disappointment was our waiter.,negative
My husband said she was very rude... did not even apologize for the bad food or anything.,negative
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative
Insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it.,negative
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative
She was quite disappointed although some blame needs to be placed at her door.,negative
After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
Del Taco is pretty nasty and should be avoided if possible.,negative
It's NOT hard to make a decent hamburger.,negative
But I don't like it.,negative
Hell no will I go back,negative
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
I don't know what the big deal is about this place but I won't be back ya'all.,negative
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
The ambiance isn't much better.,negative
Unfortunately it only set us up for disapppointment with our entrees.,negative
The food wasn't good.,negative
Your servers suck wait correction our server Heimer sucked.,negative
What happened next was pretty....off putting.,negative
too bad cause I know it's family owned I really wanted to like this place.,negative
Overpriced for what you are getting.,negative
I vomited in the bathroom mid lunch.,negative
I kept looking at the time and it had soon become 35 minutes yet still no food.,negative
I have been to very few places to eat that under no circumstances would I ever return to and this tops the list.,negative
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
Food was below average.,negative
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative
All in all Ha Long Bay was a bit of a flop.,negative
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative
It lacked flavor seemed undercooked and dry.,negative
It really is impressive that the place hasn't closed down.,negative
I would avoid this place if you are staying in the Mirage.,negative
The refried beans that came with my meal were dried out and crusty and the food was bland.,negative
Spend your money and time some place else.,negative
A lady at the table next to us found a live green caterpillar In her salad.,negative
the presentation of the food was awful.,negative
I can't tell you how disappointed I was.,negative
I think food should have flavor and texture and both were lacking.,negative
Appetite instantly gone.,negative
Overall I was not impressed and would not go back.,negative
The whole experience was underwhelming and I think we'll just go to Ninja Sushi next time.,negative
Then as if I hadn't wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check.,negative
A very very very slow-moving aimless movie about a distressed drifting young man.  ,negative
Not sure who was more lost - the flat characters or the audience nearly half of whom walked out.  ,negative
Attempting artiness with black & white and clever camera angles the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ,negative
Very little music or anything to speak of.  ,negative
The rest of the movie lacks art charm meaning... If it's about emptiness it works I guess because it's empty.  ,negative
Wasted two hours.  ,negative
A bit predictable.  ,negative
It had some average acting from the main person and it was a low budget as you clearly can see.  ,negative
This short film certainly pulls no punches.  ,negative
Graphics is far from the best part of the game.  ,negative
Today the graphics are crap.  ,negative
This was a flick doomed from its conception.  ,negative
The very idea of it was lame - take a minor character from a mediocre PG-13 film and make a complete non-sequel while changing its tone to a PG-rated family movie.  ,negative
I wasn't the least bit interested.  ,negative
Not only did it only confirm that the film would be unfunny and generic but it also managed to give away the ENTIRE movie and I'm not exaggerating - every moment every plot point every joke is told in the trailer.  ,negative
But it's just not funny.  ,negative
But even the talented Carrell can't save this.  ,negative
His co-stars don't fare much better with people like Morgan Freeman Jonah Hill and Ed Helms just wasted.  ,negative
The story itself is just predictable and lazy.  ,negative
The only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ,negative
But whatever it was that cost them so much it didn't translate to quality that's for sure.  ,negative
On the negative it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ,negative
Long whiny and pointless.  ,negative
But I recommend waiting for their future efforts let this one go.  ,negative
I was very disappointed in the movie.  ,negative
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,negative
There is a totally unnecessary train/roller coaster scene.  ,negative
There was absolutely no warmth or charm to these scenes or characters.  ,negative
This movie totally grates on my nerves.  ,negative
The performances are not improved by improvisation because the actors now have twice as much to worry about: not only whether they're delivering the line well but whether the line itself is any good.  ,negative
And quite honestly often its not very good.  ,negative
Often the dialogue doesn't really follow from one line to another or fit the surroundings.  ,negative
It crackles with an unpredictable youthful energy - but honestly i found it hard to follow and concentrate on it meanders so badly.  ,negative
I wouldn't say they're worth 2 hours of your time though.  ,negative
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business of Québec.  ,negative
The problem was the script.  ,negative
It was horrendous.  ,negative
There was NOTHING believable about it at all.  ,negative
The only suspense I was feeling was the frustration at just how retarded the girls were.  ,negative
Frankly after Cotton club and Unfaithful it was kind of embarrassing to watch Lane and Gere in this film because it is BAD.  ,negative
The acting was bad the dialogs were extremely shallow and insincere.  ,negative
It was too predictable even for a chick flick.  ,negative
Too politically correct.  ,negative
Very disappointing.  ,negative
I love Lane but I've never seen her in a movie this lousy.  ,negative
An hour and a half I wish I could bring back.  ,negative
The directing and the cinematography aren't quite as good.  ,negative
The movie was so boring that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ,negative
) and sometimes it was so embarrassing that I had to look away.  ,negative
The directing seems too pretentious.  ,negative
The scenes with the oh-so-mature neighbour-girl are a misplace.  ,negative
And generally the lines and plot is weaker than the average episode.  ,negative
Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror really stupid.  ,negative
My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,negative
However this didn't make up for the fact that overall this was a tremendously boring movie.  ,negative
There was NO chemistry between Ben Affleck and Sandra Bullock in this film and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ,negative
There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,negative
This was a poor remake of My Best Friends Wedding.  ,negative
All in all a great disappointment.  ,negative
I cannot believe that the actors agreed to do this film.  ,negative
I could not stand to even watch it for very long for fear of losing I.Q.  ,negative
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,negative
IMDB ratings only go as low 1 for awful it's time to get some negative numbers in there for cases such as these.  ,negative
I saw Mirrormask last night and it was an unsatisfactory experience.  ,negative
Unfortunately inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ,negative
These are the central themes of the film and they are handled ineptly stereotypically and with no depth of imagination.  ,negative
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,negative
It is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life.  ,negative
You can't relate with them hell you barely can understand them.  ,negative
This movie is a pure disaster the story is stupid and the editing is the worst I have seen it confuses you incredibly.  ,negative
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,negative
A truly truly bad film.  ,negative
The acting is terrible and the writing is worse.  ,negative
The only possible way this movie could be redeemed would be as MST3K fodder.  ,negative
I paid too much.  ,negative
It was so BORING!  ,negative
No plot whatsoever!  ,negative
Again no plot at all.  ,negative
Horrible!  ,negative
Worst hour and a half of my life!Oh my gosh!  ,negative
I had to walk out of the theatre for a few minutes just to get some relief!  ,negative
I hate movies like that.  ,negative
Yeah the movie pretty much sucked.  ,negative
THERE IS NO PLOT OR STORYLINE!!  ,negative
If you do go see this movie bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ,negative
Awful.  ,negative
I don't think I've ever gone to a movie and disliked it as much.  ,negative
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,negative
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,negative
This is a bad film with bad writing and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ,negative
Crash is a depressing little nothing that provokes emotion but teaches you nothing if you already know racism and prejudice are bad things.  ,negative
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,negative
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,negative
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,negative
I certainly do not mean this distinction in a good way.  ,negative
I mean this in a terrible way.  ,negative
This film has no redeeming features.  ,negative
Everything is appalling.  ,negative
Artless camera-work endlessly presents us with the ugliest setting imaginable i.e.  ,negative
The story is beyond stupid.  ,negative
The script iswas there a script?  ,negative
The kids are annoying.  ,negative
The lead man is charisma-free.  ,negative
Utterly without merit on any level this is akin to torture.  ,negative
I'll even say it again  this is torture.  ,negative
Maybe there would be a reasonable explanation for this atrocity.  ,negative
Not a pleasant voyage of self-discovery.  ,negative
Highly unrecommended.  ,negative
If this premise sound stupid that's because it is.  ,negative
Yes it's that bad.  ,negative
Nothing at all to recommend.  ,negative
This movie suffered because of the writing it needed more suspense.  ,negative
There were too many close ups.  ,negative
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,negative
But this movie is definitely a below average rent.  ,negative
This movie is BAD.  ,negative
So bad.  ,negative
The film is way too long.  ,negative
This is definitely one of the bad ones.  ,negative
I really don't see how anyone could enjoy this movie.  ,negative
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,negative
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work which really isn't that noteworthy.  ,negative
Another thing I didn't really like is when a character got punched in the face a gallon of blood would spew forth soon after.  ,negative
Ironically I mostly find his films a total waste of time to watch.  ,negative
It's this pandering to the audience that sabotages most of his films.  ,negative
Hence the whole story lacks a certain energy.  ,negative
The plot simply rumbles on like a machine desperately depending on the addition of new scenes.  ,negative
There are the usual Hitchcock logic flaws.  ,negative
Mishima is extremely uninteresting.  ,negative
This is a chilly unremarkable movie about an author living/working in a chilly abstruse culture.  ,negative
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,negative
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc.  ,negative
He can bore you to pieces and kill the momentum of a movie quicker than anyone else.  ,negative
Schrader has made a resume full of lousy amateurish films.  ,negative
However I recently watched the whole thing again on DVD and I was completely struck by how extremely stupid the storyline was - how it contained holes inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ,negative
I mean in a realistic world she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ,negative
The character developments also lacked in depth.  ,negative
Woa talk about awful.  ,negative
Do not waste your time.  ,negative
It was just too horrible.  ,negative
The worst sappiest dialogue... I could go on and on.  ,negative
But what really made it unwatchable was the direction.  ,negative
The poor actors.  ,negative
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,negative
If you check the director's filmography on this site you will see why this film didn't have a chance.  ,negative
This would not even be good as a made for TV flick.  ,negative
Regrettably the film fails.  ,negative
The movie lacks visual interest drama expression of feeling and celebration of the very patriotism that underlines the narrative.  ,negative
No actress has been worse used that June Allison in this movie.  ,negative
Unfortunately this is a bad movie that is just plain bad.  ,negative
Bad script bad direction and horrible acting make this one plain bad!  ,negative
The dialogue sucked.  ,negative
The cinematography-if it can be called that-sucked.  ,negative
The soundtrack sucked.  ,negative
The acting sucked.  ,negative
The concert sequences just sucked.  ,negative
Overall this movie was cheap trash.  ,negative
But this movie is not funny considering the ridiculousness of it.  ,negative
I came out of it feeling angry.  ,negative
I'm not sure what he was trying to do with this film.  ,negative
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,negative
It was forced like everything in this movie.  ,negative
Again lame.  ,negative
Here's where the movie really pi**ed me off.  ,negative
